block_index,segment_index,start_sec,end_sec,duration_sec,note_event_count
1,1,55.240625,87.353125,32.112500,552
1,2,90.858333,95.658333,4.800000,42
1,3,99.014583,118.523958,19.509375,362
1,4,120.589583,129.796875,9.207292,178
1,5,145.213542,151.363542,6.150000,110
1,6,155.715625,159.975000,4.259375,52
1,7,162.193750,193.058333,30.864583,640
2,8,367.733333,398.902083,31.168750,574
2,9,401.846875,406.947917,5.101042,44
2,10,408.898958,439.920833,31.021875,556
2,11,448.980208,454.614583,5.634375,102
2,12,456.601042,460.340625,3.739583,54
2,13,462.156250,495.578125,33.421875,632
3,14,687.537500,718.559375,31.021875,598
3,15,721.212500,725.327083,4.114583,42
3,16,726.342708,759.148958,32.806250,588
3,17,760.206250,765.478125,5.271875,104
3,18,766.793750,803.321875,36.528125,702
4,19,982.198958,1016.651042,34.452083,700
4,20,1039.030208,1077.082292,38.052083,674
4,21,1078.492708,1083.501042,5.008333,104
4,22,1085.761458,1088.960417,3.198958,52
4,23,1090.170833,1121.742708,31.571875,670
4,24,1136.092708,1139.352083,3.259375,12
5,25,1373.322917,1404.635417,31.312500,702
5,26,1407.978125,1443.565625,35.587500,728
5,27,1445.485417,1450.209375,4.723958,102
5,28,1451.520833,1454.587500,3.066667,54
5,29,1455.885417,1488.267708,32.382292,664
