condition,temperature_file,block,temp_anchor_sec,sync_lead,sync_jump_c,block_start_temp_sec,block_end_temp_sec,finger_temp_start_c,finger_temp_end_c,finger_temp_drop_c
012cold,"5,29_012cold.csv",1,20.000,lead3,6.470,43.986,176.973,24.6380,23.2200,1.4180
012cold,"5,29_012cold.csv",2,20.000,lead3,6.470,359.849,514.337,21.5080,20.4780,1.0300
012cold,"5,29_012cold.csv",3,20.000,lead3,6.470,661.349,816.717,19.8680,19.3180,0.5500
012cold,"5,29_012cold.csv",4,20.000,lead3,6.470,1097.148,1250.778,18.3520,17.9820,0.3700
012cold,"5,29_012cold.csv",5,20.000,lead3,6.470,1420.071,1574.226,17.7180,17.6360,0.0820
