condition,temperature_file,block,temp_anchor_sec,sync_lead,sync_jump_c,block_start_temp_sec,block_end_temp_sec,finger_temp_start_c,finger_temp_end_c,finger_temp_drop_c
011cold,011cold.csv,1,8.000,lead3,5.040,16.266,141.642,30.1260,26.5460,3.5800
011cold,011cold.csv,2,8.000,lead3,5.040,361.253,483.071,22.9380,21.4480,1.4900
011cold,011cold.csv,3,8.000,lead3,5.040,627.562,743.376,20.1620,18.9900,1.1720
011cold,011cold.csv,4,8.000,lead3,5.040,937.689,1052.013,18.1460,17.8880,0.2580
011cold,011cold.csv,5,8.000,lead3,5.040,1221.500,1337.774,16.9967,16.6980,0.2987
