block,exercise_index,exercise,midi_start_sec,midi_end_sec,midi_start_from_anchor_sec,midi_end_from_anchor_sec,duration_sec,source,midi_anchor_lowest_note_sec
1,1,C major scale 1 octave up/down,49.189583,72.816667,39.386458,63.013542,23.627083,midi_notes,9.803125
1,2,Max loudness chords,72.816667,91.654167,63.013542,81.851042,18.837500,inferred_gap_no_midi_notes,9.803125
1,3,"Hold G, 321",91.654167,121.837500,81.851042,112.034375,30.183333,midi_notes,9.803125
1,4,Chromatic octaves,176.862500,193.829167,167.059375,184.026042,16.966667,midi_notes,9.803125
1,5,C major arpeggios,193.829167,193.829167,184.026042,184.026042,0.000000,midi_notes,9.803125
1,6,Anchored trill,222.326042,253.043750,212.522917,243.240625,30.717708,midi_notes,9.803125
2,1,C major scale 1 octave up/down,391.572917,423.076042,381.769792,413.272917,31.503125,midi_notes,9.803125
2,2,Max loudness chords,423.076042,477.991667,413.272917,468.188542,54.915625,inferred_gap_no_midi_notes,9.803125
2,3,"Hold G, 321",477.991667,501.280208,468.188542,491.477083,23.288542,midi_notes,9.803125
2,4,Chromatic octaves,510.841667,515.071875,501.038542,505.268750,4.230208,midi_notes,9.803125
2,5,C major arpeggios,515.071875,515.071875,505.268750,505.268750,0.000000,midi_notes,9.803125
2,6,Anchored trill,528.492708,559.886458,518.689583,550.083333,31.393750,midi_notes,9.803125
3,1,C major scale 1 octave up/down,653.323958,682.417708,643.520833,672.614583,29.093750,midi_notes,9.803125
3,2,Max loudness chords,682.417708,692.931250,672.614583,683.128125,10.513542,inferred_gap_no_midi_notes,9.803125
3,3,"Hold G, 321",692.931250,724.151042,683.128125,714.347917,31.219792,midi_notes,9.803125
3,4,Chromatic octaves,729.319792,743.351042,719.516667,733.547917,14.031250,midi_notes,9.803125
3,5,C major arpeggios,743.351042,743.351042,733.547917,733.547917,0.000000,midi_notes,9.803125
3,6,Anchored trill,748.583333,779.464583,738.780208,769.661458,30.881250,midi_notes,9.803125
4,1,C major scale 1 octave up/down,964.065625,995.075000,954.262500,985.271875,31.009375,midi_notes,9.803125
4,2,Max loudness chords,995.075000,1006.450000,985.271875,996.646875,11.375000,inferred_gap_no_midi_notes,9.803125
4,3,"Hold G, 321",1006.450000,1036.993750,996.646875,1027.190625,30.543750,midi_notes,9.803125
4,4,Chromatic octaves,1050.926042,1062.787500,1041.122917,1052.984375,11.861458,midi_notes,9.803125
4,5,C major arpeggios,1062.787500,1062.787500,1052.984375,1052.984375,0.000000,midi_notes,9.803125
4,6,Anchored trill,1067.060417,1097.086458,1057.257292,1087.283333,30.026042,midi_notes,9.803125
5,1,C major scale 1 octave up/down,1271.873958,1303.638542,1262.070833,1293.835417,31.764583,midi_notes,9.803125
5,2,Max loudness chords,1303.638542,1314.161458,1293.835417,1304.358333,10.522917,inferred_gap_no_midi_notes,9.803125
5,3,"Hold G, 321",1314.161458,1343.883333,1304.358333,1334.080208,29.721875,midi_notes,9.803125
5,4,Chromatic octaves,1348.291667,1359.577083,1338.488542,1349.773958,11.285417,midi_notes,9.803125
5,5,C major arpeggios,1359.577083,1359.577083,1349.773958,1349.773958,0.000000,midi_notes,9.803125
5,6,Anchored trill,1363.077083,1393.265625,1353.273958,1383.462500,30.188542,midi_notes,9.803125
