analysis_file,file,block,exercise_index,exercise,midi_start_from_anchor_sec,midi_end_from_anchor_sec,emg_start_sec,emg_end_sec,duration_sec,emg_rms_mv,sample_count,source,midi_anchor_lowest_note_sec,emg_anchor_imu_punch_sec
004cold__004cold_01_emg_exercise_summary.csv,004cold_01.csv,3,5,C major arpeggios,732.295833,732.295833,734.651583,734.651583,0.000000,nan,0,midi_notes,4.037500,2.355750
004cold__004cold_01_emg_exercise_summary.csv,004cold_01.csv,3,6,Anchored trill,742.166667,774.841667,744.522417,777.197417,32.675000,2.50735847,41147,midi_notes,4.037500,2.355750
004cold__004cold_01_emg_exercise_summary.csv,004cold_01.csv,4,1,C major scale 1 octave up/down,951.001042,983.065625,953.356792,985.421375,32.064583,2.49342600,40377,midi_notes,4.037500,2.355750
004cold__004cold_01_emg_exercise_summary.csv,004cold_01.csv,4,2,Max loudness chords,983.065625,992.962500,985.421375,995.318250,9.896875,2.08468203,12463,inferred_gap_no_midi_notes,4.037500,2.355750
004cold__004cold_01_emg_exercise_summary.csv,004cold_01.csv,4,3,"Hold G, 321",992.962500,1023.828125,995.318250,1026.183875,30.865625,2.52253633,38868,midi_notes,4.037500,2.355750
004cold__004cold_01_emg_exercise_summary.csv,004cold_01.csv,4,4,Chromatic octaves,1027.615625,1029.092708,1029.971375,1031.448458,1.477083,2.55662106,1861,midi_notes,4.037500,2.355750
004cold__004cold_01_emg_exercise_summary.csv,004cold_01.csv,4,5,C major arpeggios,1029.092708,1029.092708,1031.448458,1031.448458,0.000000,nan,0,midi_notes,4.037500,2.355750
004cold__004cold_01_emg_exercise_summary.csv,004cold_01.csv,4,6,Anchored trill,1035.442708,1065.801042,1037.798458,1068.156792,30.358333,2.50214478,38229,midi_notes,4.037500,2.355750
004cold__004cold_01_emg_exercise_summary.csv,004cold_01.csv,5,1,C major scale 1 octave up/down,1241.662500,1273.141667,1244.018250,1275.497417,31.479167,2.49533183,39640,midi_notes,4.037500,2.355750
004cold__004cold_01_emg_exercise_summary.csv,004cold_01.csv,5,2,Max loudness chords,1273.141667,1293.746875,1275.497417,1296.102625,20.605208,1.99260260,25948,inferred_gap_no_midi_notes,4.037500,2.355750
004cold__004cold_01_emg_exercise_summary.csv,004cold_01.csv,5,3,"Hold G, 321",1293.746875,1324.762500,1296.102625,1327.118250,31.015625,2.51717700,39056,midi_notes,4.037500,2.355750
004cold__004cold_01_emg_exercise_summary.csv,004cold_01.csv,5,4,Chromatic octaves,1326.850000,1328.316667,1329.205750,1330.672417,1.466667,2.57165665,1847,midi_notes,4.037500,2.355750
004cold__004cold_01_emg_exercise_summary.csv,004cold_01.csv,5,5,C major arpeggios,1329.931250,1331.145833,1332.287000,1333.501583,1.214583,2.49728524,1530,midi_notes,4.037500,2.355750
004cold__004cold_01_emg_exercise_summary.csv,004cold_01.csv,5,6,Anchored trill,1333.582292,1364.657292,1335.938042,1367.013042,31.075000,2.51163685,39131,midi_notes,4.037500,2.355750
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,1,1,C major scale 1 octave up/down,15.225000,47.859375,33.099000,65.733375,32.634375,1.19906597,41095,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,1,2,Max loudness chords,47.859375,65.939583,65.733375,83.813583,18.080208,0.55564567,22768,inferred_gap_no_midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,1,3,"Hold G, 321",65.939583,96.878125,83.813583,114.752125,30.938542,0.93181073,38959,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,1,4,Chromatic octaves,114.243750,121.686458,132.117750,139.560458,7.442708,1.06737936,9372,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,1,5,C major arpeggios,121.686458,121.686458,139.560458,139.560458,0.000000,nan,0,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,1,6,Anchored trill,147.733333,178.137500,165.607333,196.011500,30.404167,0.37068919,38287,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,2,1,C major scale 1 octave up/down,392.251042,422.785417,410.125042,440.659417,30.534375,0.24529823,38451,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,2,2,Max loudness chords,422.785417,433.392708,440.659417,451.266708,10.607292,0.07193631,13357,inferred_gap_no_midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,2,3,"Hold G, 321",433.392708,464.269792,451.266708,482.143792,30.877083,0.21718081,38883,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,2,4,Chromatic octaves,470.271875,471.800000,488.145875,489.674000,1.528125,0.22904533,1924,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,2,5,C major arpeggios,471.800000,471.800000,489.674000,489.674000,0.000000,nan,0,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,2,6,Anchored trill,485.989583,516.895833,503.863583,534.769833,30.906250,0.08078293,38919,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,3,1,C major scale 1 octave up/down,667.589583,698.942708,685.463583,716.816708,31.353125,0.17704509,39482,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,3,2,Max loudness chords,698.942708,708.829167,716.816708,726.703167,9.886458,0.05838180,12449,inferred_gap_no_midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,3,3,"Hold G, 321",708.829167,739.158333,726.703167,757.032333,30.329167,0.16541341,38192,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,3,4,Chromatic octaves,742.512500,744.020833,760.386500,761.894833,1.508333,0.19552057,1900,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,3,5,C major arpeggios,748.342708,749.553125,766.216708,767.427125,1.210417,0.17676234,1524,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,3,6,Anchored trill,757.743750,788.076042,775.617750,805.950042,30.332292,0.07125417,38197,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,4,1,C major scale 1 octave up/down,931.758333,962.609375,949.632333,980.483375,30.851042,0.15194125,38849,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,4,2,Max loudness chords,962.609375,973.258333,980.483375,991.132333,10.648958,0.05350272,13410,inferred_gap_no_midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,4,3,"Hold G, 321",973.258333,1003.233333,991.132333,1021.107333,29.975000,0.14006860,37746,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,4,4,Chromatic octaves,1010.483333,1011.986458,1028.357333,1029.860458,1.503125,0.16451288,1893,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,4,5,C major arpeggios,1016.342708,1017.443750,1034.216708,1035.317750,1.101042,0.15492276,1387,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,4,6,Anchored trill,1026.092708,1056.582292,1043.966708,1074.456292,30.489583,0.06102115,38395,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,5,1,C major scale 1 octave up/down,1226.538542,1257.146875,1244.412542,1275.020875,30.608333,0.24693837,38543,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,5,2,Max loudness chords,1257.146875,1269.228125,1275.020875,1287.102125,12.081250,0.05231835,15214,inferred_gap_no_midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,5,3,"Hold G, 321",1269.228125,1299.220833,1287.102125,1317.094833,29.992708,0.13957052,37768,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,5,4,Chromatic octaves,1303.915625,1305.394792,1321.789625,1323.268792,1.479167,0.16087526,1863,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,5,5,C major arpeggios,1309.798958,1310.897917,1327.672958,1328.771917,1.098958,0.15011467,1384,midi_notes,19.762500,17.874000
004warm__004warm_01_emg_exercise_summary.csv,004warm_01.csv,5,6,Anchored trill,1317.255208,1347.927083,1335.129208,1365.801083,30.671875,0.06259107,38624,midi_notes,19.762500,17.874000
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,1,1,C major scale 1 octave up/down,7.432292,39.943750,23.436542,55.948000,32.511458,0.22649055,40941,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,1,2,Max loudness chords,39.943750,66.033333,55.948000,82.037583,26.089583,0.31957941,32853,inferred_gap_no_midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,1,3,"Hold G, 321",66.033333,95.779167,82.037583,111.783417,29.745833,0.22014726,37458,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,1,4,Chromatic octaves,102.240625,108.008333,118.244875,124.012583,5.767708,0.35031082,7263,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,1,5,C major arpeggios,133.971875,136.132292,149.976125,152.136542,2.160417,0.20592204,2721,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,1,6,Anchored trill,139.557292,171.398958,155.561542,187.403208,31.841667,0.18946866,40097,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,2,1,C major scale 1 octave up/down,406.378125,436.870833,422.382375,452.875083,30.492708,0.19494858,38399,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,2,2,Max loudness chords,436.870833,457.800000,452.875083,473.804250,20.929167,0.37419866,26355,inferred_gap_no_midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,2,3,"Hold G, 321",457.800000,488.258333,473.804250,504.262583,30.458333,0.23442906,38355,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,2,4,Chromatic octaves,498.201042,502.255208,514.205292,518.259458,4.054167,0.40780730,5106,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,2,5,C major arpeggios,513.015625,518.856250,529.019875,534.860500,5.840625,0.09177386,7355,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,2,6,Anchored trill,522.521875,553.394792,538.526125,569.399042,30.872917,0.16001431,38877,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,3,1,C major scale 1 octave up/down,679.868750,710.785417,695.873000,726.789667,30.916667,0.19743062,38932,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,3,2,Max loudness chords,710.785417,744.653125,726.789667,760.657375,33.867708,0.33797629,42648,inferred_gap_no_midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,3,3,"Hold G, 321",744.653125,776.472917,760.657375,792.477167,31.819792,0.25568810,40070,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,3,4,Chromatic octaves,813.250000,818.190625,829.254250,834.194875,4.940625,0.14275057,6221,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,3,5,C major arpeggios,825.014583,825.820833,841.018833,841.825083,0.806250,0.10738155,1016,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,3,6,Anchored trill,835.567708,866.263542,851.571958,882.267792,30.695833,0.17441870,38654,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,4,1,C major scale 1 octave up/down,1087.812500,1119.327083,1103.816750,1135.331333,31.514583,0.19545335,39685,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,4,2,Max loudness chords,1119.327083,1179.453125,1135.331333,1195.457375,60.126042,0.25315396,75714,inferred_gap_no_midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,4,3,"Hold G, 321",1179.453125,1210.231250,1195.457375,1226.235500,30.778125,0.24106958,38758,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,4,4,Chromatic octaves,1216.525000,1220.409375,1232.529250,1236.413625,3.884375,0.40187475,4892,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,4,5,C major arpeggios,1220.409375,1220.409375,1236.413625,1236.413625,0.000000,nan,0,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,4,6,Anchored trill,1231.093750,1262.882292,1247.098000,1278.886542,31.788542,0.22220947,40030,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,5,1,C major scale 1 octave up/down,1392.569792,1423.618750,1408.574042,1439.623000,31.048958,0.22074051,39099,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,5,2,Max loudness chords,1423.618750,1439.390625,1439.623000,1455.394875,15.771875,0.37552690,19861,inferred_gap_no_midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,5,3,"Hold G, 321",1439.390625,1470.236458,1455.394875,1486.240708,30.845833,0.28528220,38843,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,5,4,Chromatic octaves,1474.375000,1478.370833,1490.379250,1494.375083,3.995833,0.41014681,5032,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,5,5,C major arpeggios,1483.605208,1488.035417,1499.609458,1504.039667,4.430208,0.40655191,5578,midi_notes,0.945833,16.004250
007cold__007cold_01_emg_exercise_summary.csv,007cold_01.csv,5,6,Anchored trill,1491.876042,1523.164583,1507.880292,1539.168833,31.288542,0.21053795,39400,midi_notes,0.945833,16.004250
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,1,1,C major scale 1 octave up/down,35.375000,66.315625,54.443750,85.384375,30.940625,0.21260500,38963,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,1,2,Max loudness chords,66.315625,111.985417,85.384375,131.054167,45.669792,0.18749698,57510,inferred_gap_no_midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,1,3,"Hold G, 321",111.985417,142.591667,131.054167,161.660417,30.606250,0.39042515,38541,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,1,4,Chromatic octaves,149.973958,154.093750,169.042708,173.162500,4.119792,0.51466527,5188,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,1,5,C major arpeggios,160.376042,163.472917,179.444792,182.541667,3.096875,1.24805488,3900,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,1,6,Anchored trill,212.123958,243.405208,231.192708,262.473958,31.281250,0.16542076,39391,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,2,1,C major scale 1 octave up/down,500.705208,531.591667,519.773958,550.660417,30.886458,0.39205900,38894,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,2,2,Max loudness chords,531.591667,555.603125,550.660417,574.671875,24.011458,0.13060474,30236,inferred_gap_no_midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,2,3,"Hold G, 321",555.603125,586.776042,574.671875,605.844792,31.172917,0.30089179,39255,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,2,4,Chromatic octaves,593.293750,597.243750,612.362500,616.312500,3.950000,0.33869256,4974,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,2,5,C major arpeggios,597.243750,597.243750,616.312500,616.312500,0.000000,nan,0,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,2,6,Anchored trill,632.515625,663.708333,651.584375,682.777083,31.192708,0.13854375,39280,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,3,1,C major scale 1 octave up/down,969.246875,1000.813542,988.315625,1019.882292,31.566667,0.35764272,39751,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,3,2,Max loudness chords,1000.813542,1048.456250,1019.882292,1067.525000,47.642708,0.07546107,59994,inferred_gap_no_midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,3,3,"Hold G, 321",1048.456250,1079.600000,1067.525000,1098.668750,31.143750,0.29201498,39218,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,3,4,Chromatic octaves,1084.159375,1089.460417,1103.228125,1108.529167,5.301042,0.27856266,6675,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,3,5,C major arpeggios,1093.972917,1096.220833,1113.041667,1115.289583,2.247917,0.28273452,2830,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,3,6,Anchored trill,1176.839583,1208.854167,1195.908333,1227.922917,32.014583,0.15436675,40315,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,4,1,C major scale 1 octave up/down,1550.038542,1581.973958,1569.107292,1601.042708,31.935417,0.32238222,40215,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,4,2,Max loudness chords,1581.973958,1600.833333,1601.042708,1619.902083,18.859375,0.14342135,23749,inferred_gap_no_midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,4,3,"Hold G, 321",1600.833333,1631.521875,1619.902083,1650.590625,30.688542,0.28627879,38645,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,4,4,Chromatic octaves,1737.402083,1741.771875,1756.470833,1760.840625,4.369792,0.27665912,5502,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,4,5,C major arpeggios,1741.771875,1741.771875,1760.840625,1760.840625,0.000000,nan,0,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,4,6,Anchored trill,1755.102083,1785.023958,1774.170833,1804.092708,29.921875,0.14760681,37679,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,5,1,C major scale 1 octave up/down,2015.984375,2046.957292,2035.053125,2066.026042,30.972917,0.31419043,39003,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,5,2,Max loudness chords,2046.957292,2069.036458,2066.026042,2088.105208,22.079167,0.10701386,27803,inferred_gap_no_midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,5,3,"Hold G, 321",2069.036458,2100.332292,2088.105208,2119.401042,31.295833,0.30333988,39410,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,5,4,Chromatic octaves,2107.072917,2111.109375,2126.141667,2130.178125,4.036458,0.29950433,5083,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,5,5,C major arpeggios,2190.739583,2191.552083,2209.808333,2210.620833,0.812500,0.29788956,1023,midi_notes,24.256250,19.068750
007warm__007warm_01_emg_exercise_summary.csv,007warm_01.csv,5,6,Anchored trill,2200.234375,2232.130208,2219.303125,2251.198958,31.895833,0.15849231,40165,midi_notes,24.256250,19.068750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,1,1,C major scale 1 octave up/down,19.333333,50.212500,28.007083,58.886250,30.879167,0.12505695,38885,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,1,2,Max loudness chords,50.212500,87.139583,58.886250,95.813333,36.927083,0.04276596,46500,inferred_gap_no_midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,1,3,"Hold G, 321",87.139583,119.609375,95.813333,128.283125,32.469792,0.12153339,40888,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,1,4,Chromatic octaves,122.448958,130.135417,131.122708,138.809167,7.686458,0.14387012,9679,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,1,5,C major arpeggios,135.048958,137.956250,143.722708,146.630000,2.907292,0.12057872,3661,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,1,6,Anchored trill,141.311458,170.975000,149.985208,179.648750,29.663542,0.06152503,37354,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,2,1,C major scale 1 octave up/down,319.057292,350.417708,327.731042,359.091458,31.360417,0.12728474,39491,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,2,2,Max loudness chords,350.417708,374.694792,359.091458,383.368542,24.277083,0.05686508,30571,inferred_gap_no_midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,2,3,"Hold G, 321",374.694792,407.504167,383.368542,416.177917,32.809375,0.12870034,41315,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,2,4,Chromatic octaves,413.528125,418.705208,422.201875,427.378958,5.177083,0.17312499,6519,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,2,5,C major arpeggios,418.705208,418.705208,427.378958,427.378958,0.000000,nan,0,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,2,6,Anchored trill,425.841667,458.343750,434.515417,467.017500,32.502083,0.07003524,40929,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,3,1,C major scale 1 octave up/down,573.751042,614.785417,582.424792,623.459167,41.034375,0.08667520,51673,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,3,2,Max loudness chords,614.785417,617.913542,623.459167,626.587292,3.128125,0.03816253,3939,inferred_gap_no_midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,3,3,"Hold G, 321",617.913542,649.614583,626.587292,658.288333,31.701042,0.13659873,39920,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,3,4,Chromatic octaves,729.885417,743.639583,738.559167,752.313333,13.754167,0.13665914,17320,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,3,5,C major arpeggios,747.455208,748.444792,756.128958,757.118542,0.989583,0.13960015,1246,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,3,6,Anchored trill,752.812500,798.588542,761.486250,807.262292,45.776042,0.06833237,57644,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,4,1,C major scale 1 octave up/down,924.938542,953.813542,933.612292,962.487292,28.875000,0.13696860,36362,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,4,2,Max loudness chords,953.813542,990.323958,962.487292,998.997708,36.510417,0.05548680,45976,inferred_gap_no_midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,4,3,"Hold G, 321",990.323958,1028.329167,998.997708,1037.002917,38.005208,0.13790444,47858,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,4,4,Chromatic octaves,1037.091667,1042.301042,1045.765417,1050.974792,5.209375,0.17453912,6560,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,4,5,C major arpeggios,1042.301042,1042.301042,1050.974792,1050.974792,0.000000,nan,0,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,4,6,Anchored trill,1051.353125,1082.782292,1060.026875,1091.456042,31.429167,0.07013825,39578,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,5,1,C major scale 1 octave up/down,1260.427083,1293.809375,1269.100833,1302.483125,33.382292,0.13404772,42037,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,5,2,Max loudness chords,1293.809375,1294.561458,1302.483125,1303.235208,0.752083,0.05904406,948,inferred_gap_no_midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,5,3,"Hold G, 321",1294.561458,1310.710417,1303.235208,1319.384167,16.148958,0.11458254,20335,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,5,4,Chromatic octaves,1374.393750,1381.282292,1383.067500,1389.956042,6.888542,0.15804340,8675,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,5,5,C major arpeggios,1388.022917,1389.065625,1396.696667,1397.739375,1.042708,0.16622637,1313,midi_notes,8.295833,8.673750
008cold__008cold_01_emg_exercise_summary.csv,008cold_01.csv,5,6,Anchored trill,1391.358333,1425.191667,1400.032083,1433.865417,33.833333,0.07058344,42605,midi_notes,8.295833,8.673750
008warm__008warm_01_emg_exercise_summary.csv,008warm_01.csv,1,1,C major scale 1 octave up/down,27.866667,60.191667,47.002917,79.327917,32.325000,0.05172087,40706,midi_notes,28.882292,19.136250
008warm__008warm_01_emg_exercise_summary.csv,008warm_01.csv,1,2,Max loudness chords,60.191667,103.031250,79.327917,122.167500,42.839583,0.13100904,53946,inferred_gap_no_midi_notes,28.882292,19.136250
008warm__008warm_01_emg_exercise_summary.csv,008warm_01.csv,1,3,"Hold G, 321",103.031250,130.175000,122.167500,149.311250,27.143750,0.06262156,34181,midi_notes,28.882292,19.136250
008warm__008warm_01_emg_exercise_summary.csv,008warm_01.csv,1,4,Chromatic octaves,164.393750,171.459375,183.530000,190.595625,7.065625,0.13047111,8898,midi_notes,28.882292,19.136250
008warm__008warm_01_emg_exercise_summary.csv,008warm_01.csv,1,5,C major arpeggios,175.965625,176.797917,195.101875,195.934167,0.832292,0.04097603,1048,midi_notes,28.882292,19.136250
008warm__008warm_01_emg_exercise_summary.csv,008warm_01.csv,1,6,Anchored trill,191.078125,220.687500,210.214375,239.823750,29.609375,0.06490154,37286,midi_notes,28.882292,19.136250
008warm__008warm_01_emg_exercise_summary.csv,008warm_01.csv,2,1,C major scale 1 octave up/down,406.042708,448.744792,425.178958,467.881042,42.702083,0.06575264,53773,midi_notes,28.882292,19.136250
