block,exercise_index,exercise,midi_start_sec,midi_end_sec,midi_start_from_anchor_sec,midi_end_from_anchor_sec,duration_sec,source,midi_anchor_lowest_note_sec
1,1,C major scale 1 octave up/down,27.629167,58.508333,19.333333,50.212500,30.879167,midi_notes,8.295833
1,2,Max loudness chords,58.508333,95.435417,50.212500,87.139583,36.927083,inferred_gap_no_midi_notes,8.295833
1,3,"Hold G, 321",95.435417,127.905208,87.139583,119.609375,32.469792,midi_notes,8.295833
1,4,Chromatic octaves,130.744792,138.431250,122.448958,130.135417,7.686458,midi_notes,8.295833
1,5,C major arpeggios,143.344792,146.252083,135.048958,137.956250,2.907292,midi_notes,8.295833
1,6,Anchored trill,149.607292,179.270833,141.311458,170.975000,29.663542,midi_notes,8.295833
2,1,C major scale 1 octave up/down,327.353125,358.713542,319.057292,350.417708,31.360417,midi_notes,8.295833
2,2,Max loudness chords,358.713542,382.990625,350.417708,374.694792,24.277083,inferred_gap_no_midi_notes,8.295833
2,3,"Hold G, 321",382.990625,415.800000,374.694792,407.504167,32.809375,midi_notes,8.295833
2,4,Chromatic octaves,421.823958,427.001042,413.528125,418.705208,5.177083,midi_notes,8.295833
2,5,C major arpeggios,427.001042,427.001042,418.705208,418.705208,0.000000,midi_notes,8.295833
2,6,Anchored trill,434.137500,466.639583,425.841667,458.343750,32.502083,midi_notes,8.295833
3,1,C major scale 1 octave up/down,582.046875,623.081250,573.751042,614.785417,41.034375,midi_notes,8.295833
3,2,Max loudness chords,623.081250,626.209375,614.785417,617.913542,3.128125,inferred_gap_no_midi_notes,8.295833
3,3,"Hold G, 321",626.209375,657.910417,617.913542,649.614583,31.701042,midi_notes,8.295833
3,4,Chromatic octaves,738.181250,751.935417,729.885417,743.639583,13.754167,midi_notes,8.295833
3,5,C major arpeggios,755.751042,756.740625,747.455208,748.444792,0.989583,midi_notes,8.295833
3,6,Anchored trill,761.108333,806.884375,752.812500,798.588542,45.776042,midi_notes,8.295833
4,1,C major scale 1 octave up/down,933.234375,962.109375,924.938542,953.813542,28.875000,midi_notes,8.295833
4,2,Max loudness chords,962.109375,998.619792,953.813542,990.323958,36.510417,inferred_gap_no_midi_notes,8.295833
4,3,"Hold G, 321",998.619792,1036.625000,990.323958,1028.329167,38.005208,midi_notes,8.295833
4,4,Chromatic octaves,1045.387500,1050.596875,1037.091667,1042.301042,5.209375,midi_notes,8.295833
4,5,C major arpeggios,1050.596875,1050.596875,1042.301042,1042.301042,0.000000,midi_notes,8.295833
4,6,Anchored trill,1059.648958,1091.078125,1051.353125,1082.782292,31.429167,midi_notes,8.295833
5,1,C major scale 1 octave up/down,1268.722917,1302.105208,1260.427083,1293.809375,33.382292,midi_notes,8.295833
5,2,Max loudness chords,1302.105208,1302.857292,1293.809375,1294.561458,0.752083,inferred_gap_no_midi_notes,8.295833
5,3,"Hold G, 321",1302.857292,1319.006250,1294.561458,1310.710417,16.148958,midi_notes,8.295833
5,4,Chromatic octaves,1382.689583,1389.578125,1374.393750,1381.282292,6.888542,midi_notes,8.295833
5,5,C major arpeggios,1396.318750,1397.361458,1388.022917,1389.065625,1.042708,midi_notes,8.295833
5,6,Anchored trill,1399.654167,1433.487500,1391.358333,1425.191667,33.833333,midi_notes,8.295833
