file,block,exercise_index,exercise,midi_start_from_anchor_sec,midi_end_from_anchor_sec,emg_start_sec,emg_end_sec,duration_sec,emg_rms_mv,sample_count,source,midi_anchor_lowest_note_sec,emg_anchor_imu_punch_sec
007cold_01.csv,1,1,C major scale 1 octave up/down,7.432292,39.943750,23.436542,55.948000,32.511458,0.22649055,40941,midi_notes,0.945833,16.004250
007cold_01.csv,1,2,Max loudness chords,39.943750,66.033333,55.948000,82.037583,26.089583,0.31957941,32853,inferred_gap_no_midi_notes,0.945833,16.004250
007cold_01.csv,1,3,"Hold G, 321",66.033333,95.779167,82.037583,111.783417,29.745833,0.22014726,37458,midi_notes,0.945833,16.004250
007cold_01.csv,1,4,Chromatic octaves,102.240625,108.008333,118.244875,124.012583,5.767708,0.35031082,7263,midi_notes,0.945833,16.004250
007cold_01.csv,1,5,C major arpeggios,133.971875,136.132292,149.976125,152.136542,2.160417,0.20592204,2721,midi_notes,0.945833,16.004250
007cold_01.csv,1,6,Anchored trill,139.557292,171.398958,155.561542,187.403208,31.841667,0.18946866,40097,midi_notes,0.945833,16.004250
007cold_01.csv,2,1,C major scale 1 octave up/down,406.378125,436.870833,422.382375,452.875083,30.492708,0.19494858,38399,midi_notes,0.945833,16.004250
007cold_01.csv,2,2,Max loudness chords,436.870833,457.800000,452.875083,473.804250,20.929167,0.37419866,26355,inferred_gap_no_midi_notes,0.945833,16.004250
007cold_01.csv,2,3,"Hold G, 321",457.800000,488.258333,473.804250,504.262583,30.458333,0.23442906,38355,midi_notes,0.945833,16.004250
007cold_01.csv,2,4,Chromatic octaves,498.201042,502.255208,514.205292,518.259458,4.054167,0.40780730,5106,midi_notes,0.945833,16.004250
007cold_01.csv,2,5,C major arpeggios,513.015625,518.856250,529.019875,534.860500,5.840625,0.09177386,7355,midi_notes,0.945833,16.004250
007cold_01.csv,2,6,Anchored trill,522.521875,553.394792,538.526125,569.399042,30.872917,0.16001431,38877,midi_notes,0.945833,16.004250
007cold_01.csv,3,1,C major scale 1 octave up/down,679.868750,710.785417,695.873000,726.789667,30.916667,0.19743062,38932,midi_notes,0.945833,16.004250
007cold_01.csv,3,2,Max loudness chords,710.785417,744.653125,726.789667,760.657375,33.867708,0.33797629,42648,inferred_gap_no_midi_notes,0.945833,16.004250
007cold_01.csv,3,3,"Hold G, 321",744.653125,776.472917,760.657375,792.477167,31.819792,0.25568810,40070,midi_notes,0.945833,16.004250
007cold_01.csv,3,4,Chromatic octaves,813.250000,818.190625,829.254250,834.194875,4.940625,0.14275057,6221,midi_notes,0.945833,16.004250
007cold_01.csv,3,5,C major arpeggios,825.014583,825.820833,841.018833,841.825083,0.806250,0.10738155,1016,midi_notes,0.945833,16.004250
007cold_01.csv,3,6,Anchored trill,835.567708,866.263542,851.571958,882.267792,30.695833,0.17441870,38654,midi_notes,0.945833,16.004250
007cold_01.csv,4,1,C major scale 1 octave up/down,1087.812500,1119.327083,1103.816750,1135.331333,31.514583,0.19545335,39685,midi_notes,0.945833,16.004250
007cold_01.csv,4,2,Max loudness chords,1119.327083,1179.453125,1135.331333,1195.457375,60.126042,0.25315396,75714,inferred_gap_no_midi_notes,0.945833,16.004250
007cold_01.csv,4,3,"Hold G, 321",1179.453125,1210.231250,1195.457375,1226.235500,30.778125,0.24106958,38758,midi_notes,0.945833,16.004250
007cold_01.csv,4,4,Chromatic octaves,1216.525000,1220.409375,1232.529250,1236.413625,3.884375,0.40187475,4892,midi_notes,0.945833,16.004250
007cold_01.csv,4,5,C major arpeggios,1220.409375,1220.409375,1236.413625,1236.413625,0.000000,nan,0,midi_notes,0.945833,16.004250
007cold_01.csv,4,6,Anchored trill,1231.093750,1262.882292,1247.098000,1278.886542,31.788542,0.22220947,40030,midi_notes,0.945833,16.004250
007cold_01.csv,5,1,C major scale 1 octave up/down,1392.569792,1423.618750,1408.574042,1439.623000,31.048958,0.22074051,39099,midi_notes,0.945833,16.004250
007cold_01.csv,5,2,Max loudness chords,1423.618750,1439.390625,1439.623000,1455.394875,15.771875,0.37552690,19861,inferred_gap_no_midi_notes,0.945833,16.004250
007cold_01.csv,5,3,"Hold G, 321",1439.390625,1470.236458,1455.394875,1486.240708,30.845833,0.28528220,38843,midi_notes,0.945833,16.004250
007cold_01.csv,5,4,Chromatic octaves,1474.375000,1478.370833,1490.379250,1494.375083,3.995833,0.41014681,5032,midi_notes,0.945833,16.004250
007cold_01.csv,5,5,C major arpeggios,1483.605208,1488.035417,1499.609458,1504.039667,4.430208,0.40655191,5578,midi_notes,0.945833,16.004250
007cold_01.csv,5,6,Anchored trill,1491.876042,1523.164583,1507.880292,1539.168833,31.288542,0.21053795,39400,midi_notes,0.945833,16.004250
