block,exercise_index,exercise,midi_start_sec,midi_end_sec,midi_start_from_anchor_sec,midi_end_from_anchor_sec,duration_sec,source,midi_anchor_lowest_note_sec
1,1,C major scale 1 octave up/down,42.934375,73.984375,17.103125,48.153125,31.050000,midi_notes,25.831250
1,2,Max loudness chords,73.984375,87.452083,48.153125,61.620833,13.467708,inferred_gap_no_midi_notes,25.831250
1,3,"Hold G, 321",87.452083,116.550000,61.620833,90.718750,29.097917,midi_notes,25.831250
1,4,Chromatic octaves,120.758333,130.994792,94.927083,105.163542,10.236458,midi_notes,25.831250
1,5,C major arpeggios,134.060417,137.614583,108.229167,111.783333,3.554167,midi_notes,25.831250
1,6,Anchored trill,141.021875,171.697917,115.190625,145.866667,30.676042,midi_notes,25.831250
2,1,C major scale 1 octave up/down,358.306250,389.754167,332.475000,363.922917,31.447917,midi_notes,25.831250
2,2,Max loudness chords,389.754167,402.545833,363.922917,376.714583,12.791667,inferred_gap_no_midi_notes,25.831250
2,3,"Hold G, 321",402.545833,432.498958,376.714583,406.667708,29.953125,midi_notes,25.831250
2,4,Chromatic octaves,434.697917,440.806250,408.866667,414.975000,6.108333,midi_notes,25.831250
2,5,C major arpeggios,443.187500,444.461458,417.356250,418.630208,1.273958,midi_notes,25.831250
2,6,Anchored trill,450.439583,480.905208,424.608333,455.073958,30.465625,midi_notes,25.831250
3,1,C major scale 1 octave up/down,656.503125,688.412500,630.671875,662.581250,31.909375,midi_notes,25.831250
3,2,Max loudness chords,688.412500,699.828125,662.581250,673.996875,11.415625,inferred_gap_no_midi_notes,25.831250
3,3,"Hold G, 321",699.828125,730.889583,673.996875,705.058333,31.061458,midi_notes,25.831250
3,4,Chromatic octaves,733.373958,738.917708,707.542708,713.086458,5.543750,midi_notes,25.831250
3,5,C major arpeggios,741.069792,744.846875,715.238542,719.015625,3.777083,midi_notes,25.831250
3,6,Anchored trill,747.787500,777.791667,721.956250,751.960417,30.004167,midi_notes,25.831250
4,1,C major scale 1 octave up/down,967.298958,998.414583,941.467708,972.583333,31.115625,midi_notes,25.831250
4,2,Max loudness chords,998.414583,1010.259375,972.583333,984.428125,11.844792,inferred_gap_no_midi_notes,25.831250
4,3,"Hold G, 321",1010.259375,1041.034375,984.428125,1015.203125,30.775000,midi_notes,25.831250
4,4,Chromatic octaves,1044.821875,1050.908333,1018.990625,1025.077083,6.086458,midi_notes,25.831250
4,5,C major arpeggios,1056.915625,1058.204167,1031.084375,1032.372917,1.288542,midi_notes,25.831250
4,6,Anchored trill,1061.601042,1091.559375,1035.769792,1065.728125,29.958333,midi_notes,25.831250
5,1,C major scale 1 octave up/down,1253.052083,1282.393750,1227.220833,1256.562500,29.341667,midi_notes,25.831250
5,2,Max loudness chords,1282.393750,1293.676042,1256.562500,1267.844792,11.282292,inferred_gap_no_midi_notes,25.831250
5,3,"Hold G, 321",1293.676042,1312.369792,1267.844792,1286.538542,18.693750,midi_notes,25.831250
5,4,Chromatic octaves,1314.334375,1321.805208,1288.503125,1295.973958,7.470833,midi_notes,25.831250
5,5,C major arpeggios,1323.787500,1327.522917,1297.956250,1301.691667,3.735417,midi_notes,25.831250
5,6,Anchored trill,1330.332292,1360.733333,1304.501042,1334.902083,30.401042,midi_notes,25.831250
