block,exercise_index,exercise,midi_start_sec,midi_end_sec,midi_start_from_anchor_sec,midi_end_from_anchor_sec,duration_sec,source,midi_anchor_lowest_note_sec
1,1,C major scale 1 octave up/down,8.378125,40.889583,7.432292,39.943750,32.511458,midi_notes,0.945833
1,2,Max loudness chords,40.889583,66.979167,39.943750,66.033333,26.089583,inferred_gap_no_midi_notes,0.945833
1,3,"Hold G, 321",66.979167,96.725000,66.033333,95.779167,29.745833,midi_notes,0.945833
1,4,Chromatic octaves,103.186458,108.954167,102.240625,108.008333,5.767708,midi_notes,0.945833
1,5,C major arpeggios,134.917708,137.078125,133.971875,136.132292,2.160417,midi_notes,0.945833
1,6,Anchored trill,140.503125,172.344792,139.557292,171.398958,31.841667,midi_notes,0.945833
2,1,C major scale 1 octave up/down,407.323958,437.816667,406.378125,436.870833,30.492708,midi_notes,0.945833
2,2,Max loudness chords,437.816667,458.745833,436.870833,457.800000,20.929167,inferred_gap_no_midi_notes,0.945833
2,3,"Hold G, 321",458.745833,489.204167,457.800000,488.258333,30.458333,midi_notes,0.945833
2,4,Chromatic octaves,499.146875,503.201042,498.201042,502.255208,4.054167,midi_notes,0.945833
2,5,C major arpeggios,513.961458,519.802083,513.015625,518.856250,5.840625,midi_notes,0.945833
2,6,Anchored trill,523.467708,554.340625,522.521875,553.394792,30.872917,midi_notes,0.945833
3,1,C major scale 1 octave up/down,680.814583,711.731250,679.868750,710.785417,30.916667,midi_notes,0.945833
3,2,Max loudness chords,711.731250,745.598958,710.785417,744.653125,33.867708,inferred_gap_no_midi_notes,0.945833
3,3,"Hold G, 321",745.598958,777.418750,744.653125,776.472917,31.819792,midi_notes,0.945833
3,4,Chromatic octaves,814.195833,819.136458,813.250000,818.190625,4.940625,midi_notes,0.945833
3,5,C major arpeggios,825.960417,826.766667,825.014583,825.820833,0.806250,midi_notes,0.945833
3,6,Anchored trill,836.513542,867.209375,835.567708,866.263542,30.695833,midi_notes,0.945833
4,1,C major scale 1 octave up/down,1088.758333,1120.272917,1087.812500,1119.327083,31.514583,midi_notes,0.945833
4,2,Max loudness chords,1120.272917,1180.398958,1119.327083,1179.453125,60.126042,inferred_gap_no_midi_notes,0.945833
4,3,"Hold G, 321",1180.398958,1211.177083,1179.453125,1210.231250,30.778125,midi_notes,0.945833
4,4,Chromatic octaves,1217.470833,1221.355208,1216.525000,1220.409375,3.884375,midi_notes,0.945833
4,5,C major arpeggios,1221.355208,1221.355208,1220.409375,1220.409375,0.000000,midi_notes,0.945833
4,6,Anchored trill,1232.039583,1263.828125,1231.093750,1262.882292,31.788542,midi_notes,0.945833
5,1,C major scale 1 octave up/down,1393.515625,1424.564583,1392.569792,1423.618750,31.048958,midi_notes,0.945833
5,2,Max loudness chords,1424.564583,1440.336458,1423.618750,1439.390625,15.771875,inferred_gap_no_midi_notes,0.945833
5,3,"Hold G, 321",1440.336458,1471.182292,1439.390625,1470.236458,30.845833,midi_notes,0.945833
5,4,Chromatic octaves,1475.320833,1479.316667,1474.375000,1478.370833,3.995833,midi_notes,0.945833
5,5,C major arpeggios,1484.551042,1488.981250,1483.605208,1488.035417,4.430208,midi_notes,0.945833
5,6,Anchored trill,1492.821875,1524.110417,1491.876042,1523.164583,31.288542,midi_notes,0.945833
