block,exercise_index,exercise,midi_start_sec,midi_end_sec,midi_start_from_anchor_sec,midi_end_from_anchor_sec,duration_sec,source,midi_anchor_lowest_note_sec
1,1,C major scale 1 octave up/down,12.878125,44.154167,12.387500,43.663542,31.276042,midi_notes,0.490625
1,2,Max loudness chords,44.154167,55.934375,43.663542,55.443750,11.780208,inferred_gap_no_midi_notes,0.490625
1,3,"Hold G, 321",55.934375,85.748958,55.443750,85.258333,29.814583,midi_notes,0.490625
1,4,Chromatic octaves,87.894792,93.911458,87.404167,93.420833,6.016667,midi_notes,0.490625
1,5,C major arpeggios,96.753125,100.451042,96.262500,99.960417,3.697917,midi_notes,0.490625
1,6,Anchored trill,103.226042,132.478125,102.735417,131.987500,29.252083,midi_notes,0.490625
2,1,C major scale 1 octave up/down,320.580208,353.210417,320.089583,352.719792,32.630208,midi_notes,0.490625
2,2,Max loudness chords,353.210417,366.014583,352.719792,365.523958,12.804167,inferred_gap_no_midi_notes,0.490625
2,3,"Hold G, 321",366.014583,396.505208,365.523958,396.014583,30.490625,midi_notes,0.490625
2,4,Chromatic octaves,400.385417,406.281250,399.894792,405.790625,5.895833,midi_notes,0.490625
2,5,C major arpeggios,408.476042,411.980208,407.985417,411.489583,3.504167,midi_notes,0.490625
2,6,Anchored trill,414.568750,445.267708,414.078125,444.777083,30.698958,midi_notes,0.490625
3,1,C major scale 1 octave up/down,638.631250,672.122917,638.140625,671.632292,33.491667,midi_notes,0.490625
3,2,Max loudness chords,672.122917,681.763542,671.632292,681.272917,9.640625,inferred_gap_no_midi_notes,0.490625
3,3,"Hold G, 321",681.763542,711.254167,681.272917,710.763542,29.490625,midi_notes,0.490625
3,4,Chromatic octaves,714.082292,719.950000,713.591667,719.459375,5.867708,midi_notes,0.490625
3,5,C major arpeggios,721.978125,725.551042,721.487500,725.060417,3.572917,midi_notes,0.490625
3,6,Anchored trill,728.646875,756.742708,728.156250,756.252083,28.095833,midi_notes,0.490625
4,1,C major scale 1 octave up/down,934.305208,961.156250,933.814583,960.665625,26.851042,midi_notes,0.490625
4,2,Max loudness chords,961.156250,970.698958,960.665625,970.208333,9.542708,inferred_gap_no_midi_notes,0.490625
4,3,"Hold G, 321",970.698958,1002.205208,970.208333,1001.714583,31.506250,midi_notes,0.490625
4,4,Chromatic octaves,1004.437500,1010.213542,1003.946875,1009.722917,5.776042,midi_notes,0.490625
4,5,C major arpeggios,1012.004167,1015.423958,1011.513542,1014.933333,3.419792,midi_notes,0.490625
4,6,Anchored trill,1017.823958,1050.542708,1017.333333,1050.052083,32.718750,midi_notes,0.490625
5,1,C major scale 1 octave up/down,1251.034375,1281.793750,1250.543750,1281.303125,30.759375,midi_notes,0.490625
5,2,Max loudness chords,1281.793750,1291.077083,1281.303125,1290.586458,9.283333,inferred_gap_no_midi_notes,0.490625
5,3,"Hold G, 321",1291.077083,1321.120833,1290.586458,1320.630208,30.043750,midi_notes,0.490625
5,4,Chromatic octaves,1323.777083,1329.181250,1323.286458,1328.690625,5.404167,midi_notes,0.490625
5,5,C major arpeggios,1329.181250,1329.181250,1328.690625,1328.690625,0.000000,midi_notes,0.490625
5,6,Anchored trill,1337.939583,1368.612500,1337.448958,1368.121875,30.672917,midi_notes,0.490625
